-69.43	90.54	142.0	-134.91		
-69.47	90.63	142.0	-134.7		
-69.36	90.31	142.07	-134.51		
-69.28	90.16	142.2	-135.05		
-69.21	90.16	142.27	-135.05		
-69.44	89.95	141.97	-135.64		
-69.61	89.79	141.63	-136.16		
-69.76	89.62	141.63	-136.16		
-69.90	89.62	141.25	-137.07		
-69.92	89.65	141.15	-137.64		
-69.70	89.61	141.15	-137.64		
-69.46	89.61	140.97	-138.14		
-69.66	90.03	140.93	-138.64		
-69.64	90.03	140.93	-138.64		
-69.70	90.03	140.8	-139.21		
-69.95	90.19	140.94	-139.13		
-69.48	90.5	141.31	-139.13		
-68.93	91.05	141.66	-139.04		
-68.66	91.44	141.99	-138.98		
-68.60	91.44	142.28	-138.84		
-68.54	91.71	143.01	-138.81		
-68.61	91.89	143.41	-138.76		
-68.51	91.73	143.11	-139.19		
-68.17	91.73	143.11	-139.19		
-68.30	91.73	142.13	-139.77		
-68.22	91.66	142.2	-140.23		
-68.17	91.44	142.24	-139.96		
-68.16	90.98	142.24	-139.96		
-67.88	90.98	142.6	-139.68		
-68.13	89.93	142.77	-139.19		
-68.44	89.93	142.77	-139.19		
-67.78	89.93	143.5	-138.18		
-67.10	89.39	143.67	-137.32		
-67.15	89.39	143.58	-136.45		
-67.33	89.18	143.58	-136.45		
-67.50	89.18	143.35	-134.64		
-67.85	89.14	142.89	-134.64		
-68.33	89.15	142.68	-135.07		
-68.61	89.09	142.48	-135.95		
-68.65	88.87	142.42	-136.53		
-68.69	88.87	142.36	-137.62		
-68.61	88.88	142.25	-137.88		
-68.16	88.58	142.39	-138.17		
-67.83	88.58	142.39	-137.65		
-68.06	88.53	142.36	-137.51		
-68.15	88.58	142.42	-137.4		
-68.28	88.66	141.87	-137.11		
-68.30	88.71	141.87	-137.11		
-68.32	88.71	141.53	-137.82		
-68.47	88.64	141.53	-138.16		
-68.69	88.61	141.13	-136.19		
-68.80	88.64	140.98	-135.78		
-69.14	88.72	140.98	-135.78		
-69.10	88.72	140.63	-135.94		
-68.99	89.26	140.54	-136.15		
-69.13	89.56	140.63	-137.14		
-69.17	89.77	140.89	-137.48		
-69.29	90.23	140.98	-137.17		
-68.95	90.23	140.95	-136.08		
-68.87	89.95	140.95	-136.08		
-69.11	89.95	140.35	-134.89		
-69.60	89.61	139.99	-135.28		
					
					
